4,201011,4,176927,Cluster,1,2287.630,1192.000,1398.610,73278,56994,6,3000.32,103591.00,90919.00,754974.72,1432
4,201011,5,176952,MPP,0,1288.630,1054.000,2910.000,153408,0,12,2150.40,222208.00,222208.00,544555.20,6384
5,201106,1,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
5,201106,2,176929,MPP,1,4701.000,2566.000,4040.000,186368,100352,6,3000.32,250880.00,229376.00,148400.00,7168
5,201106,3,176544,MPP,0,2627.610,1941.000,5142.000,298592,0,16,2252.80,598016.00,598016.00,1599692.80,18688
5,201106,4,176819,Cluster,1,2984.300,1271.000,2580.000,120640,64960,6,2723.84,123424.00,111360.00,593920.00,4640
5,201106,5,176927,Cluster,1,2287.630,1192.000,1398.610,73278,56994,6,3000.32,103591.00,90919.00,754974.72,1432
6,201111,1,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
6,201111,2,176929,MPP,1,4701.000,2566.000,4040.000,186368,100352,6,3000.32,250880.00,229376.00,148400.00,7168
6,201111,3,176544,MPP,0,2627.610,1941.000,5142.000,298592,0,16,2252.80,598016.00,598016.00,1599692.80,18688
6,201111,4,176819,Cluster,1,2984.300,1271.000,2580.000,120640,64960,6,2723.84,123424.00,111360.00,593920.00,4640
6,201111,5,176927,Cluster,1,2287.630,1192.000,1398.610,73278,56994,6,3000.32,103591.00,90919.00,754974.72,1432
7,201206,1,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
7,201206,2,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
7,201206,3,177718,MPP,0,10066.300,8586.610,3945.000,786432,0,16,1638.40,786432.00,786432.00,2093875.20,49152
7,201206,4,177719,Cluster,0,3185.050,2897.000,3422.670,147456,0,8,2764.80,294912.00,294912.00,943718.40,9216
7,201206,5,176929,MPP,1,4701.000,2566.000,4040.000,186368,100352,6,3000.32,250880.00,229376.00,148400.00,7168
8,201211,1,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
8,201211,2,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
8,201211,3,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
8,201211,4,177718,MPP,0,10066.300,8586.610,3945.000,786432,0,16,1638.40,786432.00,786432.00,2093875.20,49152
8,201211,5,177722,MPP,0,5872.030,5008.860,2301.000,458752,0,16,1638.40,458752.00,458752.00,1221427.20,28672
9,201306,1,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
9,201306,2,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
9,201306,3,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
9,201306,4,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
9,201306,5,177718,MPP,0,10066.300,8586.610,3945.000,786432,0,16,1638.40,786432.00,786432.00,2093875.20,49152
10,201311,1,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
10,201311,2,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
10,201311,3,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
10,201311,4,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
10,201311,5,177718,MPP,0,10066.300,8586.610,3945.000,786432,0,16,1638.40,786432.00,786432.00,2093875.20,49152
11,201406,1,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
11,201406,2,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
11,201406,3,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
11,201406,4,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
11,201406,5,177718,MPP,0,10066.300,8586.610,3945.000,786432,0,16,1638.40,786432.00,786432.00,2093875.20,49152
12,201411,1,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
12,201411,2,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
12,201411,3,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
12,201411,4,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
12,201411,5,177718,MPP,0,10066.300,8586.610,3945.000,786432,0,16,1638.40,786432.00,786432.00,2093875.20,49152
13,201506,1,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
13,201506,2,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
13,201506,3,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
13,201506,4,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
13,201506,5,177718,MPP,0,10066.300,8586.610,3945.000,786432,0,16,1638.40,786432.00,786432.00,2093875.20,49152
14,201511,1,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
14,201511,2,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
14,201511,3,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
14,201511,4,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
14,201511,5,177718,MPP,0,10066.300,8586.610,3945.000,786432,0,16,1638.40,786432.00,786432.00,2093875.20,49152
15,201606,1,178764,MPP,1,125436.000,93014.600,15371.000,10649600,10485760,260,1484.80,1310720.00,1310720.00,5591449.60,40960
15,201606,2,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
15,201606,3,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
15,201606,4,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
15,201606,5,177232,Cluster,0,11280.400,10510.000,12659.890,705024,0,8,2048.00,1410048.00,1410048.00,5308416.00,82944
16,201611,1,178764,MPP,1,125436.000,93014.600,15371.000,10649600,10485760,260,1484.80,1310720.00,1310720.00,5591449.60,40960
16,201611,2,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
16,201611,3,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
16,201611,4,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
16,201611,5,178924,MPP,0,27880.700,14014.700,3939.000,622336,0,68,1433.60,1025024.00,878592.00,933504.00,9152
17,201706,1,178764,MPP,1,125436.000,93014.600,15371.000,10649600,10485760,260,1484.80,1310720.00,1310720.00,5591449.60,40960
17,201706,2,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
17,201706,3,177824,MPP,1,27154.300,21230.000,2384.240,387872,297920,12,2662.40,200336.00,168704.00,269926.40,5272
17,201706,4,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
17,201706,5,177556,MPP,0,20132.700,17173.200,7890.000,1572864,0,16,1638.40,1572864.00,1572864.00,4187750.40,98304
18,201711,1,178764,MPP,1,125436.000,93014.600,15371.000,10649600,10485760,260,1484.80,1310720.00,1310720.00,5591449.60,40960
18,201711,2,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
18,201711,3,177824,MPP,1,27154.300,21230.000,2384.240,387872,297920,12,2662.40,200336.00,168704.00,269926.40,5272
18,201711,4,179102,Cluster,1,28192.000,19135.800,1350.200,19860000,19840000,16,1331.20,575552.00,575552.00,920883.20,310313
18,201711,5,177975,MPP,1,27112.500,17590.000,8209.000,560640,261632,16,2252.80,710144.00,598016.00,956825.60,18688
19,201806,1,179397,Cluster,1,200795.000,143500.000,9783.000,2397824,2090880,22,3143.68,2801664.00,2516582.40,1566720.00,4608
19,201806,2,178764,MPP,1,125436.000,93014.600,15371.000,10649600,10485760,260,1484.80,1310720.00,1310720.00,5591449.60,40960
19,201806,3,179398,Cluster,1,125712.000,94640.000,7438.280,1572480,1382400,22,3174.40,1382400.00,1153433.60,1468800.00,4320
19,201806,4,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
19,201806,5,179393,Cluster,1,32576.600,19880.000,1649.250,391680,348160,20,2457.60,557056.00,417792.00,278528.00,1088
20,201811,1,179397,Cluster,1,200795.000,143500.000,9783.000,2397824,2090880,22,3143.68,2801664.00,2516582.40,1566720.00,4608
20,201811,2,179398,Cluster,1,125712.000,94640.000,7438.280,1572480,1382400,22,3174.40,1382400.00,1153433.60,1468800.00,4320
20,201811,3,178764,MPP,1,125436.000,93014.600,15371.000,10649600,10485760,260,1484.80,1310720.00,1310720.00,5591449.60,40960
20,201811,4,177999,MPP,1,100679.000,61444.500,18482.000,4981760,4554752,12,2252.80,3416064.00,1138688.00,1067520.00,17792
20,201811,5,177824,MPP,1,27154.300,21230.000,2384.240,387872,297920,12,2662.40,200336.00,168704.00,269926.40,5272
